Hourly Dry Bulb (deg C),Hourly Wet Bulb (deg C),Hourly Direct Normal Irradiance (W/m2),Hourly Diffuse Horizontal Irradiance (W/m2),Hourly Global Horizontal Irradiance (W/m2),Hourly Albedo,Hourly Wind Speed (m/s)
26.7,15.88345568,534,212,533,0.18,1.5
26.1,16.13953833,510,179,432,0.18,2.6
25,15.71073885,501,132,306,0.18,7.2
23.3,15.22303306,204,106,140,0.18,6.2
21.1,14.29097628,0,0,0,0.18,6.7
20.6,13.80601578,0,0,0,0.18,5.7
20,13.80601578,0,0,0,0.18,3.6
18.3,13.57272454,0,0,0,0.18,2.6
18.3,12.54129131,0,0,0,0.18,1.5
16.1,11.99999752,0,0,0,0.18,0
15,11.99999964,0,0,0,0.18,0
15,11.99999646,0,0,0,0.18,0
13.3,11.37499714,0,0,0,0.18,2.1
13.3,11.21122492,0,0,0,0.18,0
14.4,11.29917179,0,0,0,0.18,0
12.8,10.70833406,0,0,0,0.18,1.5
12.8,10.35381744,0,0,0,0.18,1.5
13.3,9.998650794,60,2,2,0.18,0
16.1,10.10730111,407,57,139,0.18,2.6
17.2,10.5415396,411,132,287,0.18,2.1
17.8,10.9414407,414,204,417,0.18,2.1
18.9,10.81838823,421,251,508,0.18,2.6
20,10.69289369,431,269,554,0.18,2.6
20,11.23585291,454,261,558,0.18,2.1
20.6,12.88175427,295,271,447,0.18,2.1
25,13.30983833,340,222,389,0.18,5.2
22.8,13.10131778,279,167,263,0.18,5.2
20,12.61905233,241,109,149,0.18,6.2
17.2,12.33156728,0,0,0,0.18,6.7
15.6,12.11681093,0,0,0,0.18,7.7
13.9,11.98256017,0,0,0,0.18,6.2
12.8,10.53843119,0,0,0,0.18,6.2
12.2,9.216014411,0,0,0,0.18,6.2
11.7,8.682462033,0,0,0,0.18,6.7
11.7,8.527444922,0,0,0,0.18,5.2
10.6,8.179236467,0,0,0,0.18,4.6
10.6,7.7923474,0,0,0,0.18,4.1
10.6,7.344316011,0,0,0,0.18,3.1
10,7.137358511,0,0,0,0.18,3.1
9.4,7.481477928,0,0,0,0.18,1.5
10,7.331056544,0,0,0,0.18,0
11.1,6.791560922,0,1,1,0.18,2.6
12.2,7.245242739,0,45,45,0.18,1.5
12.2,7.930900367,0,94,94,0.18,1.5
12.8,8.107541022,0,132,132,0.18,0
14.4,9.0088858,12,213,220,0.18,5.2
15,11.34542436,156,321,423,0.18,7.2
15.6,13.08101563,85,309,364,0.18,7.2
16.1,13.79516477,190,288,400,0.18,7.2
15.6,13.9837705,555,201,471,0.18,7.2
15,13.9837705,341,158,274,0.18,7.2
13.9,12.94855278,11,104,105,0.18,7.2
12.8,11.1113431,0,0,0,0.18,7.2
12.2,9.756114494,0,0,0,0.18,8.2
12.2,8.754298083,0,0,0,0.18,7.7
11.7,10.04758421,0,0,0,0.18,5.7
11.7,9.363145428,0,0,0,0.18,4.1
11.7,8.484913,0,0,0,0.18,4.1
10.6,10.43614472,0,0,0,0.18,2.1
11.1,8.077280444,0,0,0,0.18,3.6
10.6,6.243122189,0,0,0,0.18,0
9.4,4.7237862,0,0,0,0.18,2.1
10.6,4.350461344,0,0,0,0.18,4.6
10.6,5.875511917,0,0,0,0.18,3.6
11.1,6.067162478,0,0,0,0.18,4.6
11.1,5.998716217,0,1,1,0.18,4.6
11.7,7.515520606,0,51,51,0.18,2.6
12.8,8.774097728,6,120,122,0.18,2.6
13.3,9.8834909,256,244,374,0.18,1.5
14.4,11.15899057,593,207,565,0.18,1.5
15,11.53585056,515,231,566,0.18,2.6
15,11.38395526,515,245,577,0.18,3.1
17.8,11.01986663,98,283,341,0.18,7.7
16.1,11.53955092,354,221,391,0.18,4.1
16.7,12.48028356,321,159,267,0.18,5.2
15.6,12.51573252,0,84,84,0.18,4.1
14.4,11.28596533,0,0,0,0.18,2.6
15,10.17714831,0,0,0,0.18,4.1
14.4,10.13174366,0,0,0,0.18,0
14.4,10.80301349,0,0,0,0.18,0
14.4,9.748989244,0,0,0,0.18,1.5
14.4,8.343227128,0,0,0,0.18,3.1
14.4,7.922688522,0,0,0,0.18,4.6
15,7.735131583,0,0,0,0.18,2.6
15,7.933698772,0,0,0,0.18,4.1
15,6.928246067,0,0,0,0.18,4.1
14.4,6.414386072,0,0,0,0.18,3.1
15,6.957105439,0,0,0,0.18,3.6
15,6.532940411,0,0,0,0.18,3.6
13.9,6.142164644,0,0,0,0.18,5.2
13.9,8.280692244,0,54,54,0.18,5.7
13.9,10.47258578,0,112,112,0.18,4.6
15,10.93061691,0,116,116,0.18,3.6
16.1,11.27820533,36,261,282,0.18,4.1
16.1,12.35274509,42,259,286,0.18,4.6
17.2,13.58197571,587,246,621,0.18,5.2
17.2,14.05101641,645,166,542,0.18,5.2
17.2,14.95183772,556,186,451,0.18,5.2
17.2,14.72339537,192,159,222,0.18,5.7
16.3,14.04767318,91,107,121,0.18,5.7
15.6,13.65188114,0,0,0,0.18,5.7
14.4,13.56663833,0,0,0,0.18,6.2
14.4,13.59710863,0,0,0,0.18,6.7
14.4,13.59710863,0,0,0,0.18,5.2
13.9,13.25392766,0,0,0,0.18,6.2
13.3,13.04669965,0,0,0,0.18,4.6
13.3,13.04596158,0,0,0,0.18,5.2
12.2,13.04552117,0,0,0,0.18,5.7
12.8,13.04478755,0,0,0,0.18,6.7
12.2,13.38885038,0,0,0,0.18,5.7
11.7,13.59487889,0,0,0,0.18,4.6
11.1,13.59464311,0,0,0,0.18,3.1
11.1,13.59428892,0,0,0,0.18,3.6
12.2,13.34481274,49,0,0,0.18,4.1
13.3,13.44596093,455,45,131,0.18,3.1
15,13.59428892,595,88,302,0.18,3.6
16.1,13.51474447,495,174,421,0.18,4.1
17.2,13.42665025,634,171,547,0.18,2.6
17.2,13.66731636,665,187,614,0.18,2.1
18.3,14.26780024,503,240,559,0.18,7.7
18.3,14.52095279,608,191,542,0.18,8.2
17.8,14.68591658,588,152,430,0.18,9.3
17.2,14.3727645,550,120,299,0.18,9.3
15.6,13.93177731,0,97,97,0.18,8.2
14.4,13.80462403,0,0,0,0.18,7.7
14.4,13.57160422,0,0,0,0.18,6.2
14.4,13.06042463,0,0,0,0.18,4.1
14.4,13.44249839,0,0,0,0.18,4.1
14.4,13.41895665,0,0,0,0.18,3.6
13.9,13.34553241,0,0,0,0.18,3.1
12.8,13.42537939,0,0,0,0.18,1.5
13.3,13.0594239,0,0,0,0.18,0
11.1,12.59465141,0,0,0,0.18,1.5
11.1,12.16940291,0,0,0,0.18,1.5
10.6,11.99999759,0,0,0,0.18,2.1
10,11.99999759,0,0,0,0.18,2.1
10.6,11.99999759,0,0,0,0.18,0
11.1,11.99999759,48,0,0,0.18,0
13.3,12.27990654,404,48,123,0.18,2.1
16.1,12.44221017,617,82,302,0.18,0
17.2,12.44221017,617,131,436,0.18,1.5
18.3,13.05635474,539,195,513,0.18,0
19.4,13.42484443,593,200,578,0.18,0
21.1,13.36437363,369,288,521,0.18,0
22.2,13.38861327,602,191,536,0.18,4.1
22.8,13.42461609,519,173,416,0.18,2.1
20,13.42475496,380,142,264,0.18,6.2
18.9,13.05892498,0,0,0,0.18,5.2
16.7,12.59433449,0,0,0,0.18,5.2
16.1,12.16938902,0,0,0,0.18,4.1
15.6,12.28004871,0,0,0,0.18,3.1
15,12.44243736,0,0,0,0.18,3.6
14.4,12.08824743,0,0,0,0.18,2.1
13.9,11.87440552,0,0,0,0.18,0
12.8,11.61911164,0,0,0,0.18,3.1
12.2,11.72295344,0,0,0,0.18,0
13.3,11.27181927,0,0,0,0.18,2.1
11.7,10.90998811,0,0,0,0.18,4.6
12.2,10.56092267,0,0,0,0.18,2.1
11.7,10.35022612,0,0,0,0.18,2.6
12.2,10.70119355,0,0,0,0.18,2.1
11.7,10.56154699,0,0,0,0.18,2.6
13.3,11.30190542,118,71,92,0.18,4.6
13.9,12.10877738,319,147,259,0.18,5.7
15,12.50854765,0,142,142,0.18,6.2
16.7,12.90192644,0,113,113,0.18,4.1
16.7,13.03963277,12,189,197,0.18,5.7
16.1,13.32104589,442,270,547,0.18,1.5
16.1,13.20886899,86,266,315,0.18,3.1
17.2,13.32057088,6,183,186,0.18,5.7
15.6,13.20886899,0,95,95,0.18,7.7
15.6,12.46985163,0,0,0,0.18,3.6
15,12.20795497,0,0,0,0.18,3.6
14.4,12.017156,0,0,0,0.18,4.6
14.4,11.87609403,0,0,0,0.18,4.6
14.4,11.87655941,0,0,0,0.18,5.2
14.4,11.87673166,0,0,0,0.18,2.1
15,11.51619923,0,0,0,0.18,2.6
15,11.29845521,0,0,0,0.18,3.6
15,11.06128853,0,0,0,0.18,2.6
14.4,11.15811477,0,0,0,0.18,3.6
13.3,11.06118863,0,0,0,0.18,4.1
12.8,10.64482246,0,0,0,0.18,2.6
13.3,11.09269728,0,0,0,0.18,2.1
13.3,11.4611791,0,0,0,0.18,1.5
13.3,11.4611791,0,0,0,0.18,2.1
13.9,11.72457666,0,36,36,0.18,4.6
14.4,12.11002171,0,111,111,0.18,3.1
14.4,12.24372971,0,115,115,0.18,3.1
15,12.24327831,367,260,473,0.18,4.6
14.4,12.61750944,66,262,304,0.18,4.6
14.4,13.20737911,6,229,233,0.18,5.7
15,13.42597266,6,198,201,0.18,2.1
15.6,12.81183079,266,214,336,0.18,2.1
15,12.16980925,63,153,172,0.18,4.1
13.9,11.99999283,0,0,0,0.18,5.2
13.9,11.70176832,0,0,0,0.18,2.6
13.3,11.48527512,0,0,0,0.18,7.2
13.3,11.72457666,0,0,0,0.18,4.6
12.8,11.87673166,0,0,0,0.18,4.6
13.3,11.62086802,0,0,0,0.18,3.6
12.8,11.46141103,0,0,0,0.18,4.1
12.8,11.72494906,0,0,0,0.18,4.1
12.2,12.23232631,0,0,0,0.18,4.1
11.7,12.17002699,0,0,0,0.18,4.6
11.7,11.66404555,0,0,0,0.18,4.1
11.7,12.07545954,0,0,0,0.18,3.1
11.7,12.09062008,0,0,0,0.18,5.2
11.7,11.87720007,0,0,0,0.18,5.2
11.1,11.87720007,0,0,0,0.18,4.1
12.8,11.87749022,403,46,116,0.18,4.6
13.9,12.11126571,642,73,295,0.18,4.1
14.4,12.5125303,640,126,435,0.18,5.7
15,12.63132181,515,199,496,0.18,5.2
16.1,11.96727116,491,230,536,0.18,7.2
15.6,11.59010718,460,250,535,0.18,8.8
16.1,11.57889644,628,193,544,0.18,9.3
16.1,11.56084013,514,171,404,0.18,8.8
15.6,11.58621321,412,143,270,0.18,9.3
13.9,11.36310504,0,0,0,0.18,8.2
13.3,10.96738432,0,0,0,0.18,7.2
12.8,11.11666834,0,0,0,0.18,5.7
13.3,11.29989124,0,0,0,0.18,5.2
12.8,11.30033817,0,0,0,0.18,5.7
12.2,10.70976684,0,0,0,0.18,7.2
12.2,10.44164182,0,0,0,0.18,6.2
11.7,10.47923502,0,0,0,0.18,5.7
12.2,10.80542368,0,0,0,0.18,5.2
11.7,11,0,0,0,0.18,4.6
10.6,10.67523244,0,0,0,0.18,3.6
10.6,10.47909316,0,0,0,0.18,3.6
10.6,11.09329363,0,0,0,0.18,4.6
11.1,11.46186226,0,0,0,0.18,4.1
10.6,11.46186226,0,0,0,0.18,3.6
12.2,11.46186226,415,44,114,0.18,2.6
13.9,11.46186226,658,70,294,0.18,0
15,11.46186226,738,97,450,0.18,2.1
15,12.69013346,705,143,546,0.18,2.6
15.6,13.66831166,797,127,620,0.18,1.5
17.8,13.34729332,739,151,604,0.18,6.7
17.2,12.81290432,763,128,552,0.18,9.3
17.2,12.66767294,699,121,435,0.18,6.7
15.6,12.40738463,539,118,282,0.18,6.2
13.9,12.24587896,0,0,0,0.18,7.7
12.8,11.77124585,0,0,0,0.18,7.2
12.2,11.12043464,0,0,0,0.18,4.1
12.2,10.25547273,0,0,0,0.18,5.2
11.7,10.17424268,0,0,0,0.18,5.2
11.1,10.0504908,0,0,0,0.18,4.1
11.1,9.260574583,0,0,0,0.18,3.1
10.6,8.352408222,0,0,0,0.18,2.1
10.6,8.274639628,0,0,0,0.18,0
9.4,7.544464656,0,0,0,0.18,2.6
9.4,6.999998983,0,0,0,0.18,2.6
8.9,6.999998983,0,0,0,0.18,1.5
7.8,6.37499755,0,0,0,0.18,3.1
9.4,5.999997872,0,0,0,0.18,2.1
8.9,5.999997872,0,0,0,0.18,1.5
11.7,7.531131917,254,52,94,0.18,3.1
13.3,9.314187422,178,141,201,0.18,2.1
14.4,10.73614861,581,169,444,0.18,2.6
14.4,11.8964113,107,266,326,0.18,2.6
14.4,12.25043747,192,299,417,0.18,1.5
16.7,12.51740091,73,264,308,0.18,3.1
16.1,12.91279003,0,121,121,0.18,8.2
13.9,12.67779323,0,158,158,0.18,6.7
13.3,13.39377457,0,78,78,0.18,5.7
13.9,13.16138216,0,0,0,0.18,1.5
14.4,12.19160315,0,0,0,0.18,0
15,11.88044634,0,0,0,0.18,0
14.4,11.01187074,0,0,0,0.18,0
13.3,10.75649946,0,0,0,0.18,3.1
13.1,10.84947686,0,0,0,0.18,2.9
13,10.73867592,0,0,0,0.18,2.6
12.8,10.56812971,0,0,0,0.18,2.4
12.7,9.135002178,0,0,0,0.16,2.2
12.5,8.424965439,0,0,0,0.16,2
12.4,8.654761778,0,0,0,0.16,1.7
12.2,8.84436175,0,0,0,0.16,1.5
10,8.899503128,0,0,0,0.16,2.1
10,7.697378056,0,0,0,0.16,1.5
10,6.975999828,0,0,0,0.16,0
12.2,8.75836285,452,35,108,0.16,0
15,11.26393296,634,73,282,0.16,0
16.1,12.63236218,755,91,443,0.16,0
17.2,13.35400931,799,108,557,0.16,2.6
18.3,13.82642339,791,121,602,0.16,0
20,13.86108223,824,115,611,0.16,2.1
20.6,14.07903123,789,111,540,0.16,2.6
20.6,13.79726032,662,124,415,0.16,0
20.6,13.56378621,445,128,258,0.16,0
17.8,13.34481274,0,0,0,0.16,4.6
16.1,12.97612776,0,0,0,0.16,5.2
15.6,12.84159632,0,0,0,0.16,5.7
15,12.84159632,0,0,0,0.16,5.2
15,13.20818681,0,0,0,0.16,0
12.8,13.06192333,0,0,0,0.16,1.5
13.3,13.20818681,0,0,0,0.16,2.1
12.2,13.42665025,0,0,0,0.16,2.1
12.2,13.42665025,0,0,0,0.16,2.6
11.1,13.06167045,0,0,0,0.16,2.1
10.6,12.84113595,0,0,0,0.16,0
10,12.84113595,0,0,0,0.16,1.5
10.6,12.23838314,0,0,0,0.16,0
10,11.8770248,0,0,0,0.16,0
10.6,11.87720007,0,0,0,0.16,1.5
12.2,11.87720007,411,38,103,0.16,0
13.9,11.79900739,533,94,268,0.16,0
15,11.65422748,754,99,448,0.16,2.1
15.6,11.36464951,822,98,557,0.16,2.1
16.7,11.45541483,845,104,614,0.16,1.5
17.8,11.56084013,837,105,605,0.16,0
18.3,11.85178006,814,101,540,0.16,0
18.9,11.7356348,618,140,408,0.16,1.5
19.4,11.0236252,560,108,270,0.16,2.6
17.8,11.04060068,0,0,0,0.16,5.2
16.1,10.96943571,0,0,0,0.16,7.2
14.4,10.81148306,0,0,0,0.16,7.2
14.4,10.81206847,0,0,0,0.16,3.6
14.4,10.81242012,0,0,0,0.16,5.2
13.3,10.5019314,0,0,0,0.16,3.6
13.9,9.988136061,0,0,0,0.16,2.6
13.9,9.556937878,0,0,0,0.16,5.7
14.4,8.496384594,0,0,0,0.16,4.6
14.4,7.938354394,0,0,0,0.16,7.7
13.9,8.539400378,0,0,0,0.16,8.2
13.3,8.9000067,0,0,0,0.16,8.8
13.3,7.697874044,0,0,0,0.16,11.3
13.3,8.179063867,0,0,0,0.16,12.9
12.8,8.900503539,0,0,0,0.16,11.8
12.8,9.470235189,348,48,102,0.16,11.8
13.3,10.12194731,316,156,258,0.16,7.7
13.9,11.12359118,0,73,73,0.16,9.3
13.9,11.87387839,379,240,450,0.16,8.8
14.4,12.03419928,96,258,316,0.16,5.7
13.9,11.75723639,0,95,95,0.16,1.5
13.9,11.57119659,49,230,257,0.16,4.1
13.9,11.80274113,223,237,333,0.16,3.1
12.8,11.71030409,0,51,51,0.16,9.3
10.6,11.85798399,0,0,0,0.16,6.2
10.6,12.38873572,0,0,0,0.16,4.1
11.1,12.88172352,0,0,0,0.16,3.6
10.6,13.04904248,0,0,0,0.16,5.2
11.1,13.14767619,0,0,0,0.16,6.7
10.6,13.34958384,0,0,0,0.16,4.6
11.1,13.42777257,0,0,0,0.16,4.6
11.1,13.0637887,0,0,0,0.16,5.2
10.6,12.59842688,0,0,0,0.16,3.1
11.1,12.44515119,0,0,0,0.16,3.1
10.6,12.44501211,0,0,0,0.16,3.1
10.6,12.79267664,0,0,0,0.16,4.1
9.4,12.65391015,0,0,0,0.16,2.6
8.9,12.444928,0,0,0,0.16,0
11.1,12.44506791,0,0,0,0.16,4.1
11.7,13.05942955,0,27,27,0.16,8.2
11.7,14.04215156,0,95,95,0.16,8.2
11.7,14.64114871,162,222,296,0.16,9.8
12.2,14.77354256,130,271,343,0.16,8.8
12.8,14.63003868,78,281,328,0.16,8.2
13.3,14.52845038,91,299,353,0.16,8.2
13.9,14.17407496,247,261,392,0.16,8.8
13.9,13.83143988,45,201,220,0.16,10.3
13.9,13.55580812,0,112,112,0.16,9.8
11.7,12.96124943,0,0,0,0.16,5.7
12.2,12.09110873,0,0,0,0.16,8.8
12.2,11.47152687,0,0,0,0.16,7.7
12.2,10.99836329,0,0,0,0.16,6.2
12.2,9.944034061,0,0,0,0.16,5.7
12.2,9.4130369,0,0,0,0.16,4.6
12.2,10.00381855,0,0,0,0.16,5.2
12.8,9.452619544,0,0,0,0.16,5.7
12.2,7.392639944,0,0,0,0.16,3.1
9.4,7.085796722,0,0,0,0.16,0
8.9,6.8408033,0,0,0,0.16,2.6
10.6,5.860579356,0,0,0,0.16,1.5
8.3,6.105673394,0,0,0,0.16,1.5
9.4,5.860579356,0,0,0,0.16,0
10.6,5.493086028,0,0,0,0.16,0
10.6,7.330745817,213,44,76,0.16,0
13.3,9.958913944,487,116,270,0.16,1.5
13.3,11.31888358,191,210,296,0.16,1.5
14.4,11.32368121,426,228,460,0.16,1.5
15,11.41861221,707,172,590,0.16,2.1
15,12.10715674,582,190,530,0.16,2.1
17.2,12.72977804,777,112,521,0.16,0
17.8,13.27696234,716,109,411,0.16,6.2
16.7,13.49541279,545,105,257,0.16,6.2
15,13.21839993,0,0,0,0.16,6.7
13.9,12.23735116,0,0,0,0.16,5.7
13.9,11.74103417,0,0,0,0.16,5.2
13.3,12.05814412,0,0,0,0.16,4.1
12.8,12.02106464,0,0,0,0.16,4.1
11.7,10.92544659,0,0,0,0.16,1.5
11.7,11.05091341,0,0,0,0.16,2.1
10.6,9.854946483,0,0,0,0.16,1.5
11.1,9.22072235,0,0,0,0.16,0
9.4,9.696041806,0,0,0,0.16,0
8.3,10.85921012,0,0,0,0.16,1.5
9.4,11.12018349,0,0,0,0.16,1.5
7.8,11.2570993,0,0,0,0.16,1.5
8.9,10.7734521,0,0,0,0.16,0
8.9,10.35525006,0,0,0,0.16,0
10.6,10.70510544,37,46,51,0.16,0
13.3,11.75318472,11,122,125,0.16,2.1
13.3,12.24587896,23,192,202,0.16,2.1
13.9,13.33354963,373,236,438,0.16,2.1
13.9,14.07627488,365,262,476,0.16,2.1
14.4,14.38083883,85,279,328,0.16,0
16.1,14.52224574,148,261,339,0.16,6.7
15,14.52189374,0,145,145,0.16,7.7
13.3,14.52189374,0,114,114,0.16,7.7
12.2,14.68619166,0,0,0,0.16,7.7
11.7,14.76956448,0,0,0,0.16,5.2
11.7,14.37317256,0,0,0,0.16,5.7
11.1,14.53217644,0,0,0,0.16,3.1
11.1,14.76956448,0,0,0,0.16,3.1
10,14.16676441,0,0,0,0.16,2.1
10.6,13.80508961,0,0,0,0.16,1.5
11.1,13.57209394,0,0,0,0.16,0
11.7,12.81205604,0,0,0,0.16,0
11.7,13.057572,0,0,0,0.16,3.6
11.7,13.42597266,0,0,0,0.16,1.5
11.7,13.36455921,0,0,0,0.16,2.6
11.7,13.38912481,0,0,0,0.16,2.6
11.7,13.42597266,0,0,0,0.16,2.6
11.7,13.42597266,0,0,0,0.16,2.6
12.2,13.66644448,142,51,70,0.16,3.6
12.2,14.01382781,0,94,94,0.16,3.6
12.8,14.37827705,579,158,414,0.16,0
13.3,14.52001437,650,145,494,0.16,2.1
13.9,14.80959557,545,201,518,0.16,2.6
15,14.9788489,328,272,461,0.16,2.1
16.1,14.9781469,19,207,217,0.16,2.6
16.1,15.27151421,224,205,298,0.16,3.6
15.6,15.47497922,116,157,188,0.16,5.7
14.4,15.23331213,0,0,0,0.16,4.6
13.9,14.88782518,0,0,0,0.16,4.6
13.9,14.76817556,0,0,0,0.16,3.1
13.3,13.32436375,0,0,0,0.16,3.1
12.8,12.44303394,0,0,0,0.16,0
12.2,12.44326119,0,0,0,0.16,3.1
11.1,12.79209086,0,0,0,0.16,2.6
12.8,12.99999641,0,0,0,0.16,2.1
11.7,12.99999641,0,0,0,0.16,2.1
11.7,11.74999743,0,0,0,0.16,0
11.7,10.67452941,0,0,0,0.16,1.5
12.8,10.47810476,0,0,0,0.16,1.5
12.2,9.810588628,0,0,0,0.16,2.1
12.8,9.693839594,0,0,0,0.16,2.1
12.8,9.582046339,0,0,0,0.16,1.5
13.3,9.694118256,0,36,36,0.16,2.6
15,10.17065412,0,71,71,0.16,2.6
14.4,11.53476755,0,67,67,0.16,2.1
14.4,12.75638831,0,84,84,0.16,4.6
14.4,13.32365377,0,95,95,0.16,4.1
14.4,13.74698901,0,88,88,0.16,4.6
13.3,13.27096379,0,81,81,0.16,2.6
13.3,13.75597313,0,61,61,0.16,2.6
13.3,13.79111912,0,74,74,0.16,2.1
13.3,12.92649369,0,0,0,0.16,2.6
13.3,12.59126325,0,0,0,0.16,2.6
13.3,12.06911773,0,0,0,0.16,2.1
13.3,11.73539032,0,0,0,0.16,6.2
13.3,11.15502289,0,0,0,0.16,6.2
13.3,11.06840851,0,0,0,0.16,4.1
13.3,10.9644838,0,0,0,0.16,5.7
12.8,11.30651222,0,0,0,0.16,1.5
13.3,12.49110841,0,0,0,0.16,0
12.2,12.80610045,0,0,0,0.16,0
12.2,12.40177082,0,0,0,0.16,1.5
12.2,12.01603182,0,0,0,0.16,2.1
12.2,11.27211301,0,0,0,0.16,1.5
12.2,9.977941067,0,0,0,0.16,0
12.2,10.35305464,0,0,0,0.16,0
12.8,12.11655276,90,42,54,0.16,1.5
13.3,12.98980879,22,113,120,0.16,2.6
14.4,13.32318245,0,67,67,0.16,1.5
15,13.98743578,0,146,146,0.16,2.6
15.6,14.26713711,0,95,95,0.16,3.1
15.6,14.80766496,194,275,385,0.16,3.1
16.1,14.59145119,272,248,387,0.16,2.6
15.6,14.09199186,0,161,161,0.16,4.1
15.6,13.00172989,58,123,138,0.16,4.1
15,12.42121859,0,0,0,0.16,2.6
15,12.60790018,0,0,0,0.16,3.1
14.4,12.99557778,0,0,0,0.16,3.1
14.4,12.60034774,0,0,0,0.16,2.1
14.4,12.01994996,0,0,0,0.16,1.5
14.4,11.87813166,0,0,0,0.16,3.1
14.4,11.01030578,0,0,0,0.16,0
13.9,10.47923502,0,0,0,0.16,0
13.3,10.09320218,0,0,0,0.16,2.6
12.8,10.24801431,0,0,0,0.16,2.1
12.8,9.811679772,0,0,0,0.16,0
12.8,9.411850006,0,0,0,0.16,0
12.8,9.411850006,0,0,0,0.16,2.6
12.2,10.69221102,0,0,0,0.16,0
12.2,10.84772124,0,0,0,0.16,1.5
12.8,11.0935205,0,13,13,0.16,0
12.8,12.33170283,0,40,40,0.16,1.5
12.8,13.06501553,0,134,134,0.16,0
13.9,13.44852607,0,129,129,0.16,3.1
15,13.25392766,30,257,274,0.16,3.1
17.2,12.96587171,36,257,278,0.16,2.6
16.1,12.91212162,222,254,367,0.16,1.5
16.7,12.60596442,379,163,316,0.16,6.7
16.7,12.17828256,300,126,204,0.16,5.2
15.6,12.19623827,0,0,0,0.16,3.1
15.6,12.24587896,0,0,0,0.16,5.7
15,12.24587896,0,0,0,0.16,5.7
15,12.02027902,0,0,0,0.16,2.1
14.4,11.87859483,0,0,0,0.16,3.1
13.9,11.87859483,0,0,0,0.16,2.1
14.4,11.87859483,0,0,0,0.16,2.1
14.4,11.87859483,0,0,0,0.16,3.6
14.4,11.87859483,0,0,0,0.16,3.1
13.9,11.51909354,0,0,0,0.16,2.6
13.9,11.06374772,0,0,0,0.16,3.6
13.9,10.9143481,0,0,0,0.16,4.6
13.3,11.16038608,0,0,0,0.16,6.2
13.3,11.66356077,0,0,0,0.16,4.1
13.3,11.51971061,0,0,0,0.16,5.7
13.3,11.89355517,4,33,34,0.16,4.1
13.9,12.24847654,11,111,114,0.16,5.7
14.4,12.76338121,0,113,113,0.16,6.2
14.4,13.39460187,0,101,101,0.16,4.6
15.6,13.59991589,6,181,184,0.16,3.6
15.6,13.59991589,12,227,234,0.16,5.7
15,13.59991589,12,218,225,0.16,3.6
15.6,13.59991589,0,139,139,0.16,4.1
15,13.25717655,44,119,130,0.16,4.1
14.4,12.81700711,23,21,23,0.16,6.7
14.4,12.67201222,0,0,0,0.16,3.1
13.9,12.78915066,0,0,0,0.16,0
13.3,12.84484392,0,0,0,0.16,0
13.3,12.24238349,0,0,0,0.16,1.5
12,11.52177962,0,0,0,0.16,2.1
13,11.06596968,0,0,0,0.16,2.6
12,11.25897809,0,0,0,0.16,0
12,11.7281863,0,0,0,0.16,2.1
13,11.88107969,0,0,0,0.16,3.1
12,10.61878732,0,0,0,0.16,3.6
13.3,9.863001883,0,0,0,0.16,4.6
13.9,9.582902406,0,0,0,0.16,4.1
13.9,9.414454128,0,0,0,0.16,5.2
13.9,8.498685111,0,0,0,0.16,3.6
13.9,8.541704478,245,32,62,0.16,4.6
14.4,10.11717202,520,82,232,0.16,3.1
15,11.08139299,531,130,355,0.16,4.6
14.4,11.46821665,602,148,458,0.16,3.1
15.6,11.87810015,611,180,524,0.16,6.2
16.7,12.28939007,437,231,474,0.16,7.2
16.7,12.54907774,594,193,490,0.16,8.8
15.6,12.8006528,0,139,139,0.16,7.2
14.4,12.61451597,0,98,98,0.16,8.8
13.9,12.27304389,0,17,17,0.16,5.7
13.9,11.89767711,0,0,0,0.16,5.7
13.9,10.88565454,0,0,0,0.16,2.6
13.9,10.05280832,0,0,0,0.16,6.7
14.4,9.262575311,0,0,0,0.16,5.7
13.9,9.225425994,0,0,0,0.16,7.7
13.9,8.814627189,0,0,0,0.16,3.6
13.9,8.434081739,0,0,0,0.16,4.6
13.9,7.821610717,0,0,0,0.16,5.7
13.3,7.454217761,0,0,0,0.16,8.2
13.3,7.174166406,0,0,0,0.16,5.2
12.8,7.287623878,0,0,0,0.16,4.1
12.2,6.84157765,0,0,0,0.16,0
11.7,6.803492478,0,0,0,0.16,0
11.1,7.287786111,0,0,0,0.16,1.5
12.8,7.796147044,165,41,60,0.16,0
14.4,9.827620006,0,83,83,0.16,4.1
15.6,11.08246777,433,168,349,0.16,5.2
16.7,11.80390989,537,166,441,0.16,5.2
17.2,11.51678997,455,216,470,0.16,2.1
16.7,11.40624851,461,213,468,0.16,1.5
16.7,12.11799269,730,128,491,0.16,0
18.9,13.10630956,689,108,380,0.16,1.5
19.4,13.762562,355,120,209,0.16,2.6
15.6,13.95183365,180,20,34,0.16,5.7
15,13.89261707,0,0,0,0.16,3.6
14.4,13.57553673,0,0,0,0.16,2.6
14.4,13.42867483,0,0,0,0.16,3.1
13.3,13.42867483,0,0,0,0.16,1.5
13.3,13.42867483,0,0,0,0.16,0
12.8,12.81453311,0,0,0,0.16,2.1
11.7,12.69960549,0,0,0,0.16,0
11.7,12.84576276,0,0,0,0.16,0
11.7,12.24301752,0,0,0,0.16,0
10.6,11.27832189,0,0,0,0.16,0
11.1,11.25897809,0,0,0,0.16,2.1
