Hourly Dry Bulb (deg C),Hourly Wet Bulb (deg C),Hourly Direct Normal Irradiance (W/m2),Hourly Diffuse Horizontal Irradiance (W/m2),Hourly Global Horizontal Irradiance (W/m2),Hourly Albedo,Hourly Wind Speed (m/s)
15.6,10.99025559,790,192,868,0.13,7.7
15.6,11.41796852,861,155,901,0.13,6.2
15.6,11.5689486,867,148,861,0.13,9.3
15.6,11.80356353,815,151,746,0.13,9.8
15.6,11.70955699,770,133,589,0.13,10.8
13.9,11.56640336,595,135,385,0.13,7.7
13.3,11.03775917,380,113,199,0.13,9.8
12.2,10.46324852,100,3,6,0.13,9.3
11.7,9.988136061,0,0,0,0.13,4.6
11.1,9.488120128,0,0,0,0.13,3.1
10.6,9.033144839,0,0,0,0.13,5.7
10.6,8.863429361,0,0,0,0.13,7.7
10.6,8.863429361,0,0,0,0.13,8.2
10,7.702668922,0,0,0,0.13,7.7
10,7.274534139,0,0,0,0.13,7.7
10,7.759357394,0,0,0,0.13,6.7
9.4,7.028408978,0,0,0,0.13,5.7
9.4,6.472786244,0,0,0,0.13,5.2
10,6.472786244,0,0,0,0.13,6.2
10,7.998899067,215,47,80,0.13,6.2
11.1,9.469441806,348,126,248,0.13,5.2
12.8,9.789101606,676,146,507,0.13,5.7
14.4,10.12085233,824,115,681,0.13,6.7
15,10.56045955,695,240,795,0.13,8.2
15,11.53739733,299,381,638,0.13,8.8
16.1,12.28167187,96,413,496,0.13,9.3
15.6,12.4263319,285,396,632,0.13,8.8
15.6,12.18066348,313,342,571,0.13,8.8
14.4,12.02869077,644,198,581,0.13,10.3
13.3,11.53851321,462,171,366,0.13,8.8
12.8,10.96881387,318,137,210,0.13,4.6
11.7,10.81054596,88,5,7,0.13,6.7
11.1,10.52967604,0,0,0,0.13,6.7
11.1,10.35596283,0,0,0,0.13,6.7
11.1,10.04932807,0,0,0,0.13,5.2
10.6,9.860805317,0,0,0,0.13,4.1
10.6,10.17382936,0,0,0,0.13,3.1
10.6,10.04990867,0,0,0,0.13,4.1
10.6,10.24848692,0,0,0,0.13,5.2
10,10.09360025,0,0,0,0.13,3.6
9.4,9.860489372,0,0,0,0.13,3.6
10,9.860489372,0,0,0,0.13,2.6
10,9.860489372,0,0,0,0.13,0
11.1,10.51888169,208,46,79,0.13,2.1
12.2,11.51740142,348,134,258,0.13,3.1
13.3,12.11312935,81,233,277,0.13,2.6
13.9,12.24731513,165,335,449,0.13,1.5
16.1,12.76138942,24,322,341,0.13,2.6
16.1,13.59568704,42,407,443,0.13,7.2
15.6,13.38049787,229,426,625,0.13,7.2
18.3,13.84133568,249,394,600,0.13,6.2
18.9,13.88886313,545,277,678,0.13,5.2
21.1,14.50254393,113,295,363,0.13,7.2
20,13.62158456,132,207,263,0.13,4.6
15,12.88576129,249,119,177,0.13,7.2
13.3,12.24171137,72,5,7,0.13,7.2
15,11.64646518,0,0,0,0.13,2.1
14.4,11.59352749,0,0,0,0.13,5.7
13.9,11.03888326,0,0,0,0.13,6.2
12.8,10.80187131,0,0,0,0.13,4.1
12.2,11.11858213,0,0,0,0.13,4.6
13.3,10.99635621,0,0,0,0.13,4.6
12.2,10.53078858,0,0,0,0.13,5.7
11.7,10.35667561,0,0,0,0.13,2.6
12.2,10.64417603,0,0,0,0.13,2.1
13.3,11.11826504,0,0,0,0.13,4.6
13.3,11.26076809,0,0,0,0.13,2.6
14.4,12.36303871,75,54,66,0.13,0
15.6,12.37329036,382,156,295,0.13,2.1
17.8,12.22618733,12,150,156,0.13,1.5
17.2,12.95499939,112,334,412,0.13,2.6
18.3,13.25516925,220,386,563,0.13,0
21.7,12.53567286,587,331,839,0.13,5.7
21.1,13.2947956,120,416,521,0.13,7.2
19.4,12.77449038,18,329,344,0.13,2.6
19.4,11.99990928,0,228,228,0.13,2.6
19.4,11.20118181,6,221,225,0.13,5.7
18.3,11.79477806,20,186,195,0.13,6.2
17.2,13.39936576,58,117,130,0.13,7.2
16.1,13.95644896,17,5,6,0.13,5.7
15.6,14.07767554,0,0,0,0.13,3.6
14.4,14.07724377,0,0,0,0.13,3.6
13.9,13.64304364,0,0,0,0.13,1.5
13.9,13.06341568,0,0,0,0.13,3.6
13.9,13.20926191,0,0,0,0.13,2.1
14.4,13.88669061,0,0,0,0.13,4.6
14.4,13.93511845,0,0,0,0.13,3.6
15,13.68524896,0,0,0,0.13,2.6
14.4,13.34672967,0,0,0,0.13,5.2
14.4,13.19113373,0,0,0,0.13,4.1
13.9,12.97724484,0,0,0,0.13,3.6
15,13.06439565,0,38,38,0.13,4.1
15.6,13.44767104,377,140,278,0.13,5.2
15.6,13.82495062,700,132,515,0.13,5.7
17.2,14.07819186,542,267,645,0.13,4.6
18.9,14.31817803,89,371,443,0.13,7.2
16.1,14.12233328,533,358,821,0.13,5.2
17.2,13.95644896,801,210,913,0.13,5.7
17.8,13.93075944,649,262,803,0.13,7.2
17.2,13.64953778,606,242,691,0.13,7.2
16.7,13.49129035,319,278,470,0.13,6.2
15.6,13.21388602,178,210,287,0.13,4.6
15,12.47383083,245,155,213,0.13,4.6
14.4,11.88885506,77,8,11,0.13,6.2
14.4,12.05494561,0,0,0,0.13,5.2
13.9,12.24444292,0,0,0,0.13,5.2
13.9,12.24444292,0,0,0,0.13,4.6
13.3,12.24444292,0,0,0,0.13,4.1
12.8,11.6532054,0,0,0,0.13,2.6
12.8,11.29845521,0,0,0,0.13,1.5
13.3,10.99238532,0,0,0,0.13,2.1
12.8,10.80713771,0,0,0,0.13,4.1
12.8,10.18011516,0,0,0,0.13,3.1
12.2,10.37434129,0,0,0,0.13,3.6
11.7,11.44285084,0,0,0,0.13,3.6
12.2,11.27351179,417,39,111,0.13,3.6
12.8,11.75069718,650,78,319,0.13,2.1
13.3,11.65266609,712,118,511,0.13,1.5
14.4,11.83231407,660,210,673,0.13,3.1
14.4,11.79281978,321,377,637,0.13,3.6
13.9,11.36260967,605,312,839,0.13,4.1
15.6,11.73498881,729,235,876,0.13,1.5
15,12.57032642,843,175,880,0.13,4.6
16.1,12.35003316,827,150,764,0.13,6.2
16.1,12.56971164,768,135,600,0.13,7.7
15,12.43250528,637,128,404,0.13,6.7
13.3,11.88782516,414,111,210,0.13,6.7
12.8,11.46593355,135,6,11,0.13,4.6
12.8,11.29890247,0,0,0,0.13,5.7
12.8,11.29917179,0,0,0,0.13,4.1
12.8,11.29917179,0,0,0,0.13,2.6
12.2,10.99324118,0,0,0,0.13,2.6
12.2,10.80866786,0,0,0,0.13,2.1
12.2,10.80866786,0,0,0,0.13,2.1
12.2,11.11538503,0,0,0,0.13,2.6
12.2,11.29845521,0,0,0,0.13,1.5
12.2,11.29845521,0,0,0,0.13,1.5
12.2,11.66076834,0,0,0,0.13,3.6
12.2,11.51619923,0,0,0,0.13,2.1
12.2,11.40957236,0,43,43,0.13,5.2
12.8,11.46141103,11,134,138,0.13,3.6
13.3,11.3692027,162,254,345,0.13,2.6
14.4,11.57626025,253,337,516,0.13,5.2
15.6,11.38192586,149,397,518,0.13,5.2
16.7,11.11521101,144,430,556,0.13,3.6
16.1,11.38052037,36,342,374,0.13,6.7
15,11.58304314,291,412,657,0.13,6.2
14.4,11.86101793,73,347,402,0.13,5.7
14.4,11.19619073,94,297,354,0.13,3.6
15.6,10.97628916,0,126,126,0.13,6.2
14.4,10.86322711,8,108,110,0.13,5.2
13.9,10.69158818,3,6,7,0.13,5.2
13.3,10.69158818,0,0,0,0.13,6.7
13.3,10.45439579,0,0,0,0.13,3.6
13.3,10.87593712,0,0,0,0.13,2.1
13.9,10.88873289,0,0,0,0.13,5.2
13.9,10.69105297,0,0,0,0.13,4.6
13.9,10.69069573,0,0,0,0.13,6.7
13.9,10.69015925,0,0,0,0.13,6.2
13.9,11.01982478,0,0,0,0.13,5.7
13.3,10.96201829,0,0,0,0.13,6.7
12.8,10.4921663,0,0,0,0.13,5.7
12.8,9.98694455,0,0,0,0.13,7.2
13.3,10.11482654,5,52,53,0.13,5.2
13.9,10.87475836,0,80,80,0.13,5.7
15,11.44915389,0,107,107,0.13,7.7
15.6,12.21121184,247,346,522,0.13,7.2
16.7,12.58902073,6,200,205,0.13,9.3
16.1,13.40929101,0,148,148,0.13,9.8
16.1,12.96437269,0,147,147,0.13,11.3
15.6,12.81548276,0,153,153,0.13,5.2
14.4,13.13792538,0,154,154,0.13,4.6
13.9,13.18493233,0,108,108,0.13,3.1
13.9,13.18465945,0,125,125,0.13,2.6
13.3,12.97188098,96,126,149,0.13,2.6
13.9,12.83787178,34,8,10,0.13,2.6
13.3,12.83787178,0,0,0,0.13,3.6
13.3,12.83787178,0,0,0,0.13,5.2
12.8,12.83787178,0,0,0,0.13,2.6
12.2,12.59433449,0,0,0,0.13,2.6
11.7,12.44207035,0,0,0,0.13,2.1
12.2,12.44212608,0,0,0,0.13,3.1
11.7,12.44221017,0,0,0,0.13,5.2
11.1,11.13094849,0,0,0,0.13,4.6
11.1,10.34806571,0,0,0,0.13,4.1
11.1,10.69984279,0,0,0,0.13,2.6
11.1,10.25026011,0,0,0,0.13,2.1
11.7,10.16723962,0,38,38,0.13,0
11.7,9.993923361,28,146,157,0.13,3.1
12.8,9.779280339,574,195,518,0.13,4.6
13.3,10.68161331,760,154,696,0.13,4.6
15.6,10.88691794,803,178,837,0.13,4.1
15.6,10.660476,760,211,881,0.13,4.1
16.1,10.36750591,867,173,944,0.13,5.7
16.7,10.73757485,873,149,886,0.13,5.7
17.2,11.04263752,851,131,770,0.13,6.2
16.1,10.80273561,805,119,613,0.13,7.7
16.1,10.62452812,707,113,425,0.13,6.2
14.4,10.3723556,414,112,214,0.13,7.2
13.3,9.9832666,150,8,15,0.13,4.1
12.2,10.13883878,0,0,0,0.13,0
12.8,9.980358133,0,0,0,0.13,5.7
12.8,8.962816061,0,0,0,0.13,5.2
12.2,8.1345855,0,0,0,0.13,2.6
11.1,7.934669589,0,0,0,0.13,0
10.6,7.620356878,0,0,0,0.13,2.6
11.7,6.844814061,0,0,0,0.13,4.6
11.1,6.78847325,0,0,0,0.13,3.6
11.1,7.57468675,0,0,0,0.13,0
8.9,7.026668911,0,0,0,0.13,2.6
9.4,6.471651572,0,0,0,0.13,1.5
11.1,8.330878272,463,43,131,0.13,3.6
12.2,9.986456267,664,80,338,0.13,3.6
13.3,10.31299203,771,107,545,0.13,3.1
13.3,10.62536274,861,108,724,0.13,1.5
14.4,11.07383579,857,143,849,0.13,2.1
16.1,11.17415721,916,131,941,0.13,3.1
17.2,11.08482287,873,171,950,0.13,7.2
16.7,11.06793634,745,216,847,0.13,7.2
16.7,11.38115597,704,193,723,0.13,8.2
16.7,11.25458533,655,173,576,0.13,8.2
15.6,11.06699171,647,128,416,0.13,7.2
14.4,10.5593739,459,109,224,0.13,8.8
13.3,10.01723831,171,8,17,0.13,8.8
12.2,10.15241104,0,0,0,0.13,5.2
12.2,10.31766314,0,0,0,0.13,5.2
11.7,9.119074006,0,0,0,0.13,2.1
11.7,8.968998739,0,0,0,0.13,3.1
11.1,8.797603294,0,0,0,0.13,2.6
11.1,7.846466067,0,0,0,0.13,2.6
11.1,7.453537444,0,0,0,0.13,3.1
10.6,7.173918483,0,0,0,0.13,0
8.9,7.624997578,0,0,0,0.13,2.1
8.3,8.274680028,0,0,0,0.13,2.1
9.4,8.124821033,36,0,0,0.13,1.5
12.2,8.865805611,225,63,107,0.13,0
13.3,9.653317822,458,128,307,0.13,2.1
13.9,10.43126377,563,168,489,0.13,3.1
15.6,11.32011523,784,160,724,0.13,3.6
16.7,11.87599068,773,192,832,0.13,3.6
17.2,12.03582821,874,160,935,0.13,5.2
17.2,11.98684111,879,152,938,0.13,5.7
17.2,12.23581193,873,150,892,0.13,7.2
17.2,12.40450637,832,147,776,0.13,5.7
16.7,12.40365508,736,157,611,0.13,7.7
15,12.11728525,595,141,406,0.13,8.8
13.9,10.91888035,440,110,221,0.13,7.7
13.3,10.27694577,170,9,18,0.13,7.7
12.8,10.30948481,0,0,0,0.13,6.7
12.8,10.62842953,0,0,0,0.13,6.2
12.2,10.81429066,0,0,0,0.13,4.6
12.2,11.12065791,0,0,0,0.13,3.6
12.2,10.99836329,0,0,0,0.13,3.6
11.7,11.12065791,0,0,0,0.13,1.5
11.1,11.06453097,0,0,0,0.13,2.6
11.7,10.91510061,0,0,0,0.13,4.1
11.7,10.25614147,0,0,0,0.13,2.1
11.1,9.260574583,0,0,0,0.13,3.1
11.7,9.221074289,50,0,1,0.13,2.1
12.8,10.61263216,463,46,138,0.13,3.6
13.9,11.5805343,666,81,345,0.13,1.5
14.4,11.7419718,691,134,531,0.13,3.1
15.6,11.65917715,826,134,730,0.13,2.6
16.1,11.87134249,892,132,872,0.13,2.1
18.9,12.59207702,916,132,947,0.13,4.1
18.9,12.10247685,915,135,956,0.13,8.2
18.3,12.61657734,873,148,892,0.13,9.3
17.8,12.70691054,826,150,775,0.13,9.3
17.2,12.54158018,804,119,618,0.13,9.8
16.7,12.74783218,581,169,430,0.13,8.8
15.6,12.55490744,109,126,154,0.13,9.3
13.9,12.55000488,43,11,14,0.13,8.8
13.3,12.39796903,0,0,0,0.13,8.8
12.8,11.92900944,0,0,0,0.13,7.2
12.2,11.15784421,0,0,0,0.13,6.7
12.2,11.48016678,0,0,0,0.13,7.7
12.2,12.23264044,0,0,0,0.13,7.2
11.7,12.09099438,0,0,0,0.13,5.7
11.7,11.00981126,0,0,0,0.13,3.6
11.7,9.560583539,0,0,0,0.13,4.6
12.2,10.54706382,0,0,0,0.13,7.2
11.7,11.4611791,0,0,0,0.13,6.7
11.7,11.4611791,0,1,1,0.13,8.2
12.2,11.46132448,0,53,53,0.13,8.8
12.2,11.72494906,0,109,109,0.13,7.7
13.3,12.11064458,17,220,230,0.13,5.7
14.4,12.51112027,18,282,294,0.13,8.8
14.4,12.90519414,83,387,456,0.13,9.8
15.6,13.04317267,72,427,491,0.13,12.9
14.4,13.04390494,72,432,497,0.13,10.3
14.4,13.0436111,85,399,471,0.13,8.8
13.3,12.76332049,6,229,234,0.13,10.3
13.3,12.07132191,0,187,187,0.13,9.8
12.8,11.73786522,0,132,132,0.13,10.8
12.2,11.15784421,23,121,127,0.13,8.2
12.2,10.52839738,9,11,12,0.13,10.3
11.7,10.35498113,0,0,0,0.13,12.4
11.7,10.35525006,0,0,0,0.13,13.4
11.7,10.35525006,0,0,0,0.13,6.7
11.7,10.00098431,0,0,0,0.13,4.6
11.7,9.787144672,0,0,0,0.13,4.6
12.2,10.14349703,0,0,0,0.13,5.2
12.2,10.70566154,0,0,0,0.13,4.6
12.2,11.25741359,0,0,0,0.13,4.1
12.8,11.71184464,0,0,0,0.13,8.2
12.8,12.22586211,0,0,0,0.13,3.6
12.8,12.444928,32,1,1,0.13,2.6
12.8,12.79267664,0,40,40,0.13,2.6
13.9,12.65401386,0,96,96,0.13,3.1
14.4,13.0592893,0,128,128,0.13,5.2
12.8,13.42791458,206,324,475,0.13,8.2
15.6,13.56061992,530,316,759,0.13,8.2
15,13.21319424,695,261,882,0.13,8.8
16.1,12.30719349,831,189,938,0.13,8.8
16.1,11.94497685,873,150,898,0.13,10.3
15.6,11.71293773,857,129,781,0.13,12.9
15,10.97704559,748,157,624,0.13,9.3
13.9,10.42725242,541,158,403,0.13,7.7
12.8,9.98929015,441,110,225,0.13,7.7
11.7,9.499653072,184,11,22,0.13,6.7
11.7,9.308427317,0,0,0,0.13,6.2
11.1,9.309182722,0,0,0,0.13,6.2
11.1,9.309634967,0,0,0,0.13,9.3
11.1,9.035264239,0,0,0,0.13,14.4
11.1,8.575791978,0,0,0,0.13,13.9
10.6,8.401169711,0,0,0,0.13,12.9
10.6,8.691842183,0,0,0,0.13,10.8
10.6,8.575791978,0,0,0,0.13,9.3
10.6,8.401169711,0,0,0,0.13,8.2
10,8.401169711,0,0,0,0.13,8.2
10.6,8.401169711,79,2,3,0.13,6.7
11.7,8.728265578,480,48,150,0.13,10.8
12.8,8.904342756,573,106,339,0.13,11.3
13.9,8.665446283,715,126,543,0.13,10.8
14.4,9.097820178,702,180,693,0.13,9.3
15,9.728560306,726,213,822,0.13,9.3
16.7,10.63053203,665,268,864,0.13,9.3
16.1,11.38968339,656,283,877,0.13,10.3
16.1,11.57713852,751,227,872,0.13,11.8
16.1,12.09516846,661,216,721,0.13,10.8
15.6,11.88655714,660,174,588,0.13,11.8
14.4,11.28127993,495,168,394,0.13,11.8
12.8,11.09996916,362,152,247,0.13,11.8
12.2,10.87310473,155,16,26,0.13,10.8
11.7,10.46702442,0,0,0,0.13,7.2
11.1,9.68806045,0,0,0,0.13,6.7
11.1,9.310844606,0,0,0,0.13,5.7
11.1,9.035678228,0,0,0,0.13,3.1
10.6,8.300071033,0,0,0,0.13,0
9.4,7.939349189,0,0,0,0.13,2.6
9.4,7.6391271,0,0,0,0.13,3.1
8.9,6.840901133,0,0,0,0.13,3.1
8.9,6.31732245,0,0,0,0.13,3.1
8.3,6.115769483,0,0,0,0.13,1.5
9.4,6.02913205,91,2,4,0.13,4.1
11.1,8.405502689,487,50,155,0.13,2.1
12.8,10.12304038,686,81,363,0.13,1.5
13.9,10.62945011,808,95,570,0.13,1.5
14.4,11.39562388,826,136,743,0.13,1.5
16.1,11.92550726,684,241,816,0.13,1.5
17.2,12.55070986,701,246,876,0.13,6.7
17.8,13.44344696,668,277,883,0.13,7.7
16.7,13.18074912,770,241,904,0.13,9.3
15.6,12.28442174,520,282,681,0.13,7.7
15,11.94158988,343,278,494,0.13,9.3
14.4,11.94158988,449,179,385,0.13,8.2
13.9,11.46124524,345,153,245,0.13,7.2
12.2,10.64267062,151,17,27,0.13,8.8
11.7,10.00018808,0,0,0,0.13,9.8
11.1,9.804568172,0,0,0,0.13,4.1
11.1,9.489643672,0,0,0,0.13,8.2
11.1,9.610056811,0,0,0,0.13,6.7
11.1,8.652694311,0,0,0,0.13,5.7
11.1,7.939349189,0,0,0,0.13,8.2
11.1,8.825217828,0,0,0,0.13,9.3
11.1,8.203039478,0,0,0,0.13,7.7
11.1,7.453537444,0,0,0,0.13,7.7
10.6,7.156559483,0,0,0,0.13,7.2
11.1,7.578666122,51,4,5,0.13,6.7
12.2,9.459537067,50,76,87,0.13,7.2
13.3,10.34177114,394,164,327,0.13,7.7
14.4,10.88883056,41,233,257,0.13,6.7
15.6,11.4651,94,340,410,0.13,7.2
16.7,12.78751611,89,393,468,0.13,7.2
15,13.79091404,275,438,687,0.13,4.6
17.8,13.96274856,48,434,478,0.13,7.7
16.7,13.96230929,24,380,401,0.13,9.3
16.7,14.23582671,12,271,280,0.13,11.3
16.1,14.12683409,31,288,308,0.13,10.3
15,13.96114309,0,163,163,0.13,10.3
13.3,13.49513014,107,128,157,0.13,7.2
12.8,12.97891311,48,15,19,0.13,6.2
13.3,12.84391469,0,0,0,0.13,7.2
12.2,12.2414574,0,0,0,0.13,8.8
11.7,11.52054471,0,0,0,0.13,4.6
11.1,10.8037375,0,0,0,0.13,4.6
11.1,10.0945225,0,0,0,0.13,3.6
10.6,9.861497078,0,0,0,0.13,1.5
10,9.584313294,0,0,0,0.13,1.5
11.1,8.800030756,0,0,0,0.13,0
10,8.432612606,0,0,0,0.13,0
10,7.820211217,0,0,0,0.13,0
11.1,8.065175067,108,3,6,0.13,0
13.9,10.84625492,471,53,158,0.13,0
14.4,12.51454188,591,104,351,0.13,2.1
15.6,12.90953926,663,146,540,0.13,0
16.7,13.61720196,638,212,684,0.13,1.5
20,13.93268873,667,247,811,0.13,2.6
20.6,15.16380288,707,243,883,0.13,1.5
20,16.3846622,674,275,889,0.13,1.5
24.4,16.33245913,836,180,904,0.13,8.2
20,15.25042583,838,148,793,0.13,9.3
20,13.72608396,759,140,622,0.13,9.8
19.4,13.11700904,688,121,440,0.13,9.8
18.3,13.20789751,485,119,251,0.13,8.2
16.1,12.73308377,222,15,31,0.13,11.3
15,12.17722568,0,0,0,0.13,11.8
14.4,11.20162286,0,0,0,0.13,7.2
13.3,11.0274373,0,0,0,0.13,2.6
12.8,10.96819059,0,0,0,0.13,3.6
12.8,10.49868423,0,0,0,0.13,7.7
12.2,10.34601163,0,0,0,0.13,4.1
11.7,10.70422001,0,0,0,0.13,6.2
11.1,10.91307254,0,0,0,0.13,4.6
11.7,10.91324805,0,0,0,0.13,3.1
11.7,10.91324805,0,0,0,0.13,6.2
12.2,10.91324805,2,4,4,0.13,2.6
12.8,10.85746403,122,82,110,0.13,3.1
13.9,11.7056928,6,141,143,0.13,3.1
15,12.51283312,6,208,211,0.13,4.1
16.7,12.99557778,24,300,317,0.13,5.7
17.2,13.44767104,48,405,446,0.13,6.7
17.2,13.59617193,12,208,219,0.13,9.3
14.4,13.82564823,24,370,392,0.13,10.8
15,13.74149381,30,400,426,0.13,9.3
15.6,13.31428779,18,332,347,0.13,8.2
14.4,12.74430139,93,312,371,0.13,7.7
14.4,11.93600419,175,227,309,0.13,9.8
13.3,11.03584421,279,172,249,0.13,9.3
12.2,10.46324852,131,22,32,0.13,8.2
11.7,9.4375577,0,0,0,0.13,7.7
11.7,8.606221706,0,0,0,0.13,7.2
11.1,8.168961344,0,0,0,0.13,11.3
11.1,7.967291078,0,0,0,0.13,7.2
11.1,7.448368089,0,0,0,0.13,5.7
10.6,7.400188128,0,0,0,0.13,5.7
10,7.484189333,0,0,0,0.13,3.1
10,7.328176333,0,0,0,0.13,5.7
10,7.195401039,0,0,0,0.13,5.2
10,6.835916333,0,0,0,0.13,7.7
10,6.367791128,82,5,8,0.13,6.7
10.6,6.204720533,480,58,168,0.13,6.7
11.7,6.838000372,688,84,376,0.13,8.2
12.8,8.0270487,786,111,583,0.13,8.2
13.9,9.095321389,862,113,756,0.13,9.8
14.4,10.17932937,887,136,892,0.13,10.8
15,10.43334209,868,182,972,0.13,9.3
15,10.51313884,554,351,858,0.13,12.9
15,10.62297011,654,264,833,0.13,12.9
15.6,10.62152239,654,239,746,0.13,10.8
14.4,10.61920672,498,239,556,0.13,12.9
13.9,10.61833651,570,154,421,0.13,14.4
12.2,10.14769541,489,122,258,0.13,13.4
11.7,9.503409206,233,17,35,0.13,10.8
11.1,9.296197733,0,0,0,0.13,9.3
10.6,9.064302078,0,0,0,0.13,7.7
10.6,8.892282644,0,0,0,0.13,6.2
10.6,8.632762439,0,0,0,0.13,5.2
10,8.146622128,0,0,0,0.13,5.2
10,7.351356556,0,0,0,0.13,4.1
9.4,6.977170389,0,0,0,0.13,2.6
8.9,6.37568135,0,0,0,0.13,2.6
8.3,5.724742522,0,0,0,0.13,3.6
8.3,5.386831672,0,0,0,0.13,4.1
8.9,5.141069044,129,5,10,0.13,1.5
11.1,7.19111765,522,51,173,0.13,0
12.8,8.968998739,689,87,381,0.13,1.5
15,9.940163006,687,143,557,0.13,4.6
16.7,10.56526513,768,159,734,0.13,4.1
16.7,11.26070607,816,178,875,0.13,5.2
17.8,11.57379933,868,180,972,0.13,5.7
19.4,11.54897493,548,362,864,0.13,6.2
16.7,11.8200075,733,239,878,0.13,8.8
17.2,12.01533104,703,206,753,0.13,8.2
16.1,11.68564711,684,168,606,0.13,8.2
15,11.22777898,524,166,412,0.13,9.8
13.9,11.09296284,471,123,255,0.13,8.8
12.2,10.59685299,229,18,36,0.13,8.2
11.7,10.30868579,0,0,0,0.13,8.2
11.1,10.31649652,0,0,0,0.13,8.2
11.1,10.35041641,0,0,0,0.13,8.2
10.6,10.35854921,0,0,0,0.13,4.6
10.6,10.35881685,0,0,0,0.13,6.2
10.6,10.05164977,0,0,0,0.13,6.7
10,8.366118889,0,0,0,0.13,5.7
10,7.453375878,0,0,0,0.13,5.7
10,7.453277083,0,0,0,0.13,3.1
9.4,6.8408033,0,0,0,0.13,2.6
10,7.085796722,99,6,10,0.13,2.1
11.7,9.598698467,483,60,174,0.13,0
12.8,10.81429066,689,86,382,0.13,2.1
14.4,11.07638608,734,129,574,0.13,2.1
15.6,11.46245442,821,140,757,0.13,2.6
16.1,11.83395535,851,152,881,0.13,3.1
18.3,12.76638886,868,179,972,0.13,7.2
17.2,12.97935248,644,303,895,0.13,9.8
16.7,12.82899008,800,211,909,0.13,11.8
16.1,13.07986396,758,182,772,0.13,12.9
15.6,13.03374892,690,176,619,0.13,12.4
14.4,12.91058699,595,146,427,0.13,13.4
13.9,12.30306203,365,138,241,0.13,10.3
13.3,11.17379979,181,21,36,0.13,9.8
12.2,10.71062576,0,0,0,0.13,5.7
11.7,10.50912161,0,0,0,0.13,4.1
12.3,10.12058168,0,0,0,0.13,3.7
12.8,9.683020017,0,0,0,0.13,3.4
13.4,9.549351433,0,0,0,0.13,3
13.9,9.712022183,0,0,0,0.13,2.6
14.5,9.861173722,0,0,0,0.13,2.2
15,9.278906778,0,0,0,0.13,1.9
15.6,8.610334278,0,0,0,0.13,1.5
14.4,7.819948978,0,0,0,0.13,0
15.6,8.064912083,12,17,18,0.13,0
20,9.991383306,234,78,134,0.13,0
22.8,11.51740142,424,137,321,0.13,2.1
23.9,11.48584864,547,183,516,0.13,2.6
25,11.79528693,614,223,685,0.13,2.6
26.7,12.42918176,703,222,824,0.13,3.1
29.4,13.16018742,702,240,881,0.13,6.2
27.2,13.12819374,702,241,887,0.13,9.3
25,12.91400489,596,323,844,0.13,10.3
23.3,12.90855471,636,248,744,0.13,10.3
22.8,13.53327059,578,205,577,0.13,9.3
21.7,13.65131989,433,171,377,0.13,9.3
21.1,13.56598646,265,98,174,0.13,8.8
18.3,13.59617193,26,31,33,0.13,8.2
17.2,13.93510061,0,0,0,0.13,5.7
17.2,13.54632224,0,0,0,0.13,6.7
16.1,13.57760754,0,0,0,0.13,6.7
14.4,14.18518462,0,0,0,0.13,6.7
14.4,14.15742715,0,0,0,0.13,3.6
14.4,13.99999766,0,0,0,0.13,4.6
13.3,13.99999766,0,0,0,0.13,4.1
13.3,13.64286842,0,0,0,0.13,0
13.9,13.42710174,0,0,0,0.13,0
12.2,13.42710174,0,0,0,0.13,4.1
12.8,13.42710174,37,16,18,0.13,4.6
17.8,13.42710174,286,62,132,0.13,2.6
20,13.42710174,548,124,363,0.13,3.6
21.1,13.42710174,556,223,563,0.13,3.1
23.3,13.4272415,710,170,706,0.13,4.1
25.6,13.28990641,674,258,837,0.13,5.7
23.3,13.78219366,724,208,872,0.13,9.3
22.2,14.0326859,830,160,925,0.13,9.8
22.2,14.59842962,820,155,873,0.13,9.8
22.8,14.61290354,790,144,761,0.13,10.8
20.6,14.12060097,737,126,602,0.13,12.9
20,12.90568247,619,106,401,0.13,12.4
19.4,12.24471483,427,76,199,0.13,11.3
17.2,12.01916331,108,28,38,0.13,11.3
16.1,11.62131908,0,0,0,0.13,10.3
15,11.11968652,0,0,0,0.13,8.2
13.9,10.91324805,0,0,0,0.13,4.6
13.3,10.56486944,0,0,0,0.13,6.7
12.8,10.0481633,0,0,0,0.13,6.2
12.2,9.859484322,0,0,0,0.13,7.2
11.7,9.57847605,0,0,0,0.13,7.2
11.1,9.409035328,0,0,0,0.13,5.7
10.6,9.691088294,0,0,0,0.13,4.6
10,9.859484322,0,0,0,0.13,3.1
11.1,10.17234031,95,18,24,0.13,3.6
11.7,10.35525006,524,48,177,0.13,6.7
13.9,10.64301929,721,73,389,0.13,6.7
14.4,11.07205644,816,99,599,0.13,6.2
16.1,11.22351623,805,122,732,0.13,6.2
16.7,12.08722771,851,126,859,0.13,7.7
16.7,13.41930263,607,190,748,0.13,7.7
16.7,13.90386982,905,132,968,0.13,9.3
16.1,13.90287894,920,116,924,0.13,6.2
15.6,14.45184996,780,157,769,0.13,7.7
15,14.53806004,810,114,638,0.13,7.7
13.3,14.11935308,676,90,414,0.13,6.2
12.8,13.88687132,489,53,195,0.13,6.2
11.7,13.2037169,247,25,48,0.13,6.2
11.1,12.59717282,0,0,0,0.13,4.1
